Frame,Emotion,Time,NE_PROB,HA_PROB,SA_PROB,SU_PROB,FE_PROB,DI_PROB,AN_PROB
29,Neutral,5.380950927734375,0.37481463,0.13337931,0.03227156,0.19535671,0.036836866,0.028468609,0.19887224
30,Neutral,5.5471580028533936,0.39916703,0.11833305,0.033803985,0.18775558,0.03677127,0.02816473,0.19600433
31,Neutral,5.708618879318237,0.4412772,0.096545115,0.036563825,0.17295475,0.038210012,0.027861787,0.18658735
32,Neutral,5.875601768493652,0.45332995,0.08134753,0.0380776,0.17068268,0.04224575,0.025730958,0.18858548
33,Neutral,6.0389580726623535,0.44314584,0.072389185,0.039284166,0.17360143,0.04771016,0.02421096,0.19965822
34,Neutral,6.207247734069824,0.44163242,0.06683278,0.040216032,0.1735804,0.05090227,0.023433914,0.20340218
35,Neutral,6.387120723724365,0.442654,0.064256005,0.040572554,0.17284608,0.05244061,0.023039648,0.20419106
36,Neutral,6.552119970321655,0.44680756,0.06274477,0.04057178,0.17077242,0.053144585,0.022428822,0.20353009
37,Neutral,6.718692779541016,0.43985683,0.06317663,0.03919315,0.17645419,0.053636797,0.021128204,0.20655423
38,Neutral,6.882450819015503,0.42230302,0.0648109,0.038310893,0.18518822,0.055086236,0.020671763,0.21362893
39,Neutral,7.02752685546875,0.40258515,0.06744545,0.037554193,0.19586429,0.05690777,0.020219762,0.21942338
40,Neutral,7.178724765777588,0.38442934,0.06907965,0.037256304,0.20639169,0.059315924,0.019998364,0.22352877
41,Neutral,7.326263904571533,0.37009698,0.06925159,0.036715057,0.21501562,0.06181344,0.019076858,0.22803041
42,Neutral,7.522485017776489,0.37836954,0.067534015,0.037535135,0.21050629,0.06341595,0.019330518,0.22330856
43,Neutral,7.693460941314697,0.38320026,0.06471901,0.0392354,0.2066277,0.06717801,0.019899534,0.21914005
44,Neutral,7.85821008682251,0.36131197,0.062290113,0.040526003,0.21077317,0.07422546,0.020099053,0.23077424
45,Neutral,8.026265859603882,0.34064695,0.059340537,0.042083383,0.21361312,0.08214974,0.020373039,0.24179325
46,Neutral,8.19114089012146,0.3179775,0.05795451,0.043355383,0.21717171,0.089666925,0.021120919,0.25275302
47,Neutral,8.342538833618164,0.30808592,0.06068086,0.043361217,0.2212996,0.09011294,0.021156088,0.25530335
48,Neutral,8.49264407157898,0.3011198,0.06402377,0.043362007,0.2265603,0.08907193,0.021242166,0.25462
49,Neutral,8.647939682006836,0.30900723,0.066185005,0.043038853,0.2293572,0.084948674,0.020000413,0.24746263
50,Neutral,8.799515724182129,0.31954765,0.06866546,0.0421954,0.23205625,0.07946189,0.018486183,0.23958713
51,Neutral,8.944689750671387,0.33532956,0.06904498,0.04202339,0.23251472,0.07525354,0.017431892,0.2284019
