Frame,Emotion,Time,NE_PROB,HA_PROB,SA_PROB,SU_PROB,FE_PROB,DI_PROB,AN_PROB
121,Neutral,23.933776140213013,0.38589227,0.048244584,0.10046485,0.09427831,0.028903795,0.066796124,0.27542004
122,Neutral,24.164143323898315,0.39727336,0.04711387,0.1129643,0.09359676,0.03187973,0.06941126,0.2477607
123,Neutral,24.332409143447876,0.42802688,0.04421784,0.1319855,0.08924513,0.033852544,0.07475793,0.19791418
124,Neutral,24.50628423690796,0.46085495,0.04085155,0.15237592,0.0823337,0.03437446,0.08041583,0.14879364
125,Neutral,24.67766308784485,0.50351274,0.036226336,0.16544087,0.07307867,0.03280151,0.08468872,0.10425116
126,Neutral,24.877040147781372,0.5135458,0.035443023,0.16260922,0.0738649,0.034726053,0.09035992,0.089450955
127,Neutral,25.052152156829834,0.5254029,0.03374957,0.15677516,0.077154234,0.036531758,0.09254602,0.07784035
128,Neutral,25.2309730052948,0.53298783,0.032624375,0.14814618,0.08176902,0.037804734,0.09272925,0.07393856
129,Neutral,25.420722007751465,0.5409495,0.0322044,0.14144087,0.08356534,0.037535436,0.0934067,0.07089769
130,Neutral,25.596610069274902,0.5218279,0.034808137,0.12922442,0.09112514,0.040752146,0.103857234,0.07840507
131,Neutral,25.776501178741455,0.46818268,0.041443475,0.12960026,0.10018129,0.04305761,0.113996625,0.103538066
132,Neutral,25.94686222076416,0.4304575,0.052863117,0.13358088,0.10380002,0.04040948,0.1143982,0.12449076
133,Neutral,26.12233018875122,0.40419516,0.06729631,0.1313736,0.10931765,0.03708043,0.10770109,0.14303574
134,Neutral,26.308077096939087,0.37484887,0.08322116,0.1318827,0.11138846,0.033960763,0.10152602,0.163172
135,Neutral,26.479074239730835,0.35123622,0.10495714,0.13645126,0.10885721,0.030006917,0.099998064,0.16849314
136,Neutral,26.6568021774292,0.35144633,0.123589,0.14320734,0.09710279,0.02547111,0.10003887,0.15914445
137,Neutral,26.873162031173706,0.36471182,0.14381155,0.14776729,0.087555274,0.020369824,0.09165359,0.14413065
138,Neutral,27.04062533378601,0.36200017,0.16614935,0.15755455,0.08501734,0.017669735,0.08725642,0.124352455
139,Neutral,27.21472430229187,0.3593917,0.19071823,0.16718175,0.08206621,0.015343584,0.07992043,0.105378136
140,Neutral,27.40125322341919,0.40059656,0.1944172,0.1665946,0.07192613,0.012452362,0.06971711,0.08429617
141,Neutral,27.576078176498413,0.38581893,0.2059151,0.15890573,0.07564831,0.0133144595,0.077436075,0.08296129
142,Neutral,27.747969150543213,0.37588185,0.21982871,0.14338924,0.08199051,0.013880227,0.08089614,0.08413336
143,Neutral,28.028388261795044,0.35494468,0.23404099,0.13395584,0.08919669,0.0147592975,0.0853788,0.08772371
144,Neutral,28.23501706123352,0.3262056,0.2526412,0.12132381,0.10046654,0.015868552,0.08671607,0.096778214
145,Happiness,9.5367431640625e-07,0.27785167,0.29077253,0.10137629,0.119962215,0.016660225,0.082229584,0.1111475
146,Happiness,0.17508411407470703,0.22330041,0.31594172,0.08079625,0.1488462,0.01799431,0.07931388,0.13380718
147,Happiness,0.39426517486572266,0.1846554,0.31161165,0.06787476,0.16285649,0.020566413,0.092753895,0.15968135
148,Happiness,0.597830057144165,0.16348043,0.29678044,0.056866806,0.17372899,0.02253243,0.100063905,0.18654697
149,Happiness,0.7793478965759277,0.14469579,0.2629877,0.04976024,0.18573956,0.025500204,0.10564577,0.22567074
150,Happiness,1.021927833557129,0.15411419,0.2556675,0.051269818,0.1891793,0.025405362,0.10571506,0.21864884
151,Happiness,1.2548651695251465,0.19285034,0.23733276,0.06017421,0.17706974,0.024684599,0.10030376,0.20758453
152,Neutral,7.152557373046875e-07,0.23661903,0.21575843,0.07012681,0.15704925,0.023984578,0.09726864,0.19919325
153,Neutral,0.2542898654937744,0.25982606,0.19151841,0.07669101,0.14330158,0.024548173,0.100708194,0.20340657
154,Neutral,0.43216395378112793,0.27706838,0.17026208,0.0814754,0.12790969,0.025103925,0.10122607,0.21695442
155,Neutral,0.607421875,0.28632787,0.13746321,0.09062674,0.11614049,0.029010389,0.11849836,0.22193289
156,Neutral,0.782221794128418,0.3337088,0.13328986,0.09961581,0.11100651,0.026949037,0.10405903,0.19137096
157,Neutral,0.9677789211273193,0.3524778,0.13622741,0.10342429,0.11073883,0.024956824,0.10201063,0.17016424
158,Neutral,1.1718957424163818,0.38916644,0.15100518,0.08926279,0.10560116,0.020952221,0.097487725,0.1465245
159,Neutral,1.3761417865753174,0.4193685,0.17043225,0.074446015,0.09843383,0.017069813,0.09068599,0.12956357
160,Neutral,1.6029551029205322,0.3760354,0.1963993,0.05578022,0.09941208,0.015953913,0.08968906,0.16673
161,Neutral,1.7722787857055664,0.32970354,0.213355,0.04254329,0.10016944,0.015056364,0.079235844,0.2199365
162,Neutral,1.9547338485717773,0.3924726,0.22027418,0.037120543,0.09268202,0.01155786,0.0567097,0.18918306
163,Neutral,2.125098943710327,0.5038037,0.20539492,0.034634817,0.08096166,0.008353736,0.036088485,0.13076274
164,Neutral,2.3621180057525635,0.62319785,0.17071609,0.0318208,0.06525012,0.005911437,0.02215024,0.08095355
165,Neutral,2.617421865463257,0.70049465,0.13600081,0.029436463,0.055231676,0.0048481394,0.014774911,0.059213378
166,Neutral,2.802053928375244,0.7271058,0.116410814,0.02859629,0.052421596,0.0048177014,0.013142155,0.05750558
167,Neutral,2.9791488647460938,0.72954565,0.09934527,0.029086413,0.053472634,0.0058316574,0.013916546,0.06880175
168,Neutral,3.154157876968384,0.73189056,0.088727325,0.030479927,0.058561597,0.0065791924,0.0135017885,0.07025955
169,Neutral,3.3438589572906494,0.71807843,0.08192905,0.032752007,0.06676058,0.007830352,0.014044967,0.07860454
170,Neutral,3.5317249298095703,0.74304533,0.06784786,0.036193147,0.065619744,0.007852408,0.014575902,0.06486562
171,Neutral,3.710892915725708,0.74656564,0.064085126,0.038801435,0.06810201,0.008110763,0.015978718,0.058356322
172,Neutral,3.8856449127197266,0.6922616,0.06963684,0.038725384,0.086167514,0.00995715,0.019016046,0.084235474
173,Neutral,4.061542987823486,0.6040007,0.08537751,0.03850417,0.108267196,0.012453286,0.024520742,0.12687638
174,Neutral,4.2349889278411865,0.50568384,0.102911144,0.034813322,0.12653863,0.014555585,0.029837074,0.18566035
175,Neutral,4.406209707260132,0.44667098,0.12695166,0.028319113,0.13476223,0.0137183685,0.029226065,0.2203515
176,Neutral,4.594145774841309,0.476975,0.15650947,0.023776941,0.13644484,0.011805159,0.027341617,0.16714695
177,Neutral,4.814302921295166,0.49614722,0.19892755,0.020025438,0.13650997,0.009467722,0.025690926,0.1132312
178,Neutral,5.03553581237793,0.48896497,0.2524088,0.01644242,0.13489754,0.007353157,0.023573382,0.076359674
179,Neutral,5.224438905715942,0.46606925,0.31463405,0.012995867,0.12992887,0.0055504027,0.020687032,0.05013447
180,Happiness,1.1920928955078125e-06,0.37257704,0.4116897,0.009475213,0.13915168,0.004330876,0.017760744,0.045014843
181,Happiness,0.22108983993530273,0.3105294,0.48692062,0.00721337,0.14202711,0.003562158,0.015492112,0.034255248
182,Happiness,0.4325718879699707,0.28307652,0.5418628,0.006006337,0.13351725,0.0026570123,0.011794894,0.021085262
183,Happiness,0.6557159423828125,0.2596163,0.5788163,0.0055389563,0.13018359,0.0022089516,0.009564122,0.0140717495
184,Happiness,0.8490979671478271,0.23786587,0.60833293,0.0051220953,0.12854837,0.0019511118,0.007898323,0.010281328
185,Happiness,1.0506677627563477,0.23708092,0.60791844,0.0050867945,0.130653,0.0019084468,0.0073799496,0.009972528
186,Happiness,1.2770600318908691,0.26608253,0.5671626,0.0056918636,0.13979235,0.0021890872,0.007946839,0.011134763
187,Happiness,1.5403988361358643,0.30680895,0.51166373,0.0064519066,0.14967763,0.002696057,0.009102118,0.013599549
188,Happiness,1.844161033630371,0.3456759,0.45833206,0.0072886096,0.15858036,0.0032462166,0.010432996,0.016443847
189,Happiness,2.047631025314331,0.3733969,0.4124844,0.008247691,0.16922958,0.003917888,0.012275317,0.020448124
190,Neutral,0.0,0.40319544,0.36695474,0.009551288,0.1748726,0.00476741,0.014818783,0.025839685
191,Neutral,0.1940479278564453,0.41884217,0.32681087,0.010848665,0.18458803,0.005961199,0.01915215,0.033796977
192,Neutral,0.4847869873046875,0.4531636,0.2720843,0.011915758,0.18048854,0.0073569384,0.024601582,0.050389227
193,Neutral,0.7104051113128662,0.4652155,0.23532698,0.012941463,0.176389,0.009099469,0.031196704,0.06983088
194,Neutral,0.8989272117614746,0.45481154,0.2089316,0.0145968525,0.17123224,0.011337501,0.03987095,0.099219315
195,Neutral,1.0866081714630127,0.41598976,0.21089506,0.0150685245,0.18311983,0.012769342,0.045383804,0.11677363
196,Neutral,1.2829921245574951,0.37166756,0.20960966,0.0148335695,0.19564807,0.014237313,0.04770448,0.1462994
197,Neutral,1.4850859642028809,0.3594742,0.20283158,0.014913922,0.19724996,0.014648214,0.046583433,0.16429862
198,Neutral,1.6810190677642822,0.40598708,0.184424,0.015593195,0.18262003,0.014046048,0.040661566,0.1566681
199,Neutral,1.8705470561981201,0.47035146,0.16305783,0.016502919,0.16170877,0.0130058285,0.03461142,0.14076176
200,Neutral,2.0660688877105713,0.51312554,0.14624643,0.0179388,0.14569326,0.012487252,0.031485986,0.13302276
201,Neutral,2.2750980854034424,0.54076475,0.13515274,0.019568015,0.13260826,0.01235133,0.029138384,0.1304164
202,Neutral,2.4639570713043213,0.5474971,0.1365822,0.021077257,0.12985371,0.012205093,0.027829371,0.12495535
203,Neutral,2.6584010124206543,0.5681926,0.14169306,0.021803025,0.12397387,0.0109466845,0.024381686,0.1090091
204,Neutral,2.9038851261138916,0.56642514,0.15472838,0.02198314,0.12798974,0.010052704,0.02160752,0.097213306
205,Neutral,3.1013171672821045,0.53208154,0.17723423,0.022216305,0.13717575,0.009867238,0.021198304,0.10022661
206,Neutral,3.28975510597229,0.472333,0.21117024,0.021750672,0.1526299,0.010046476,0.022064837,0.11000475
207,Neutral,3.4683499336242676,0.39897576,0.247691,0.020420993,0.17246015,0.010652618,0.023609033,0.12619038
208,Neutral,3.650367021560669,0.33257845,0.27687338,0.018880406,0.19173397,0.011273559,0.024685292,0.14397497
209,Happiness,1.1920928955078125e-06,0.28000322,0.3028135,0.017056772,0.20909691,0.011597825,0.025140345,0.15429145
210,Happiness,0.20058202743530273,0.26549017,0.32347104,0.0156162735,0.21486929,0.010821973,0.02424652,0.14548473
211,Happiness,0.4666571617126465,0.29504004,0.33560732,0.01522745,0.20717388,0.00925451,0.021509388,0.11618739
212,Neutral,0.0,0.3533128,0.31976265,0.015690949,0.19240046,0.008209288,0.019991145,0.09063286
213,Neutral,0.376431941986084,0.42272002,0.298096,0.016680336,0.16894671,0.007050969,0.01820789,0.06829813
214,Neutral,0.9048459529876709,0.48747385,0.27577513,0.017574664,0.1428601,0.0061409622,0.016889967,0.053285252
215,Neutral,1.4945967197418213,0.5399113,0.2584224,0.018765021,0.12054046,0.0053914823,0.015809892,0.041159377
216,Neutral,1.8647308349609375,0.5856361,0.22809328,0.0224148,0.10710698,0.0052231527,0.015683101,0.035842564
217,Neutral,2.0806119441986084,0.6385791,0.19203532,0.02593493,0.09235011,0.005029819,0.01529376,0.030777005
218,Neutral,2.2786779403686523,0.68249255,0.16010542,0.02884059,0.081303775,0.0050798603,0.0150061315,0.027171696
219,Neutral,2.4921648502349854,0.7237254,0.1309158,0.031381924,0.069973834,0.0051787025,0.014729428,0.024094874
220,Neutral,2.7469518184661865,0.73160106,0.11851591,0.033601303,0.068454295,0.0058168997,0.015924715,0.026085876
221,Neutral,3.131518840789795,0.7465408,0.10182893,0.03776576,0.06322536,0.0063718017,0.01681438,0.027452964
222,Neutral,3.56573486328125,0.75075066,0.091939166,0.041617617,0.061321158,0.0071713068,0.01822273,0.028977215
223,Neutral,3.878894090652466,0.76305985,0.07859262,0.04489022,0.05955386,0.007612144,0.018751109,0.027540216
224,Neutral,4.153173923492432,0.77031595,0.069505304,0.048349094,0.05842835,0.0080797775,0.01949767,0.025823928
225,Neutral,4.3761889934539795,0.786499,0.059694264,0.04851803,0.05337088,0.007967157,0.018833451,0.02511715
226,Neutral,4.594132900238037,0.7963543,0.057750873,0.04626148,0.05094536,0.007515455,0.018153042,0.023019617
227,Neutral,5.385022878646851,0.77912366,0.06236118,0.052832734,0.051238716,0.0075317463,0.020016823,0.0268951
228,Neutral,5.642749786376953,0.76087445,0.06310133,0.061247513,0.05111304,0.007994835,0.02182747,0.033841368
229,Neutral,5.830456018447876,0.7403574,0.06270967,0.07131814,0.051245216,0.008506314,0.023622567,0.04224066
230,Neutral,6.0131120681762695,0.71154535,0.065731965,0.079055995,0.053112213,0.009396241,0.026432514,0.05472574
231,Neutral,6.278378963470459,0.679121,0.06945996,0.083765656,0.055827606,0.010521858,0.028443059,0.07286087
232,Neutral,6.457044839859009,0.6404082,0.07270975,0.09019024,0.05833443,0.011835937,0.03035498,0.09616641
233,Neutral,6.657658815383911,0.6093384,0.073420845,0.09338766,0.059769917,0.012692329,0.031246895,0.120144
234,Neutral,6.941014051437378,0.57895714,0.07145169,0.097976655,0.060999494,0.013699445,0.031862173,0.14505345
235,Neutral,7.153260946273804,0.5736626,0.06915573,0.098505944,0.060776904,0.01366397,0.02941093,0.154824
236,Neutral,7.4164509773254395,0.60162413,0.065911144,0.09138029,0.059431605,0.013193588,0.025381865,0.14307737
237,Neutral,7.599390983581543,0.6528101,0.06209605,0.08108562,0.05635953,0.012044874,0.021080535,0.11452323
238,Neutral,7.857967853546143,0.7036167,0.060622584,0.07110138,0.053181652,0.010228798,0.017301979,0.08394702
239,Neutral,8.240539789199829,0.7439343,0.059441354,0.062271018,0.050844483,0.008764032,0.0145376185,0.060207296
